Temp Th_NH3 Th_NH2 Th_NH Th_N Th_NN Th_NNH Th_N2 Th_H Th P_N2 P_H2 P_NH3
100.0 0.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.75 0.0 0.0 0.0
100.0001 0.25 5.351078144884431e-47 5.687499723295524e-68 9.856051047043113e-120 2.7877130929e-313 3.4796963715826736e-266 2.434235942174e-311 5.351078144884431e-47 0.75 -0.0 1.817619682998606e-133 1.350890772894121e-32
100.00034379193592 0.25 1.8399185801119755e-46 6.72352474143904e-67 4.00644384963766e-118 4.6403332168963e-310 5.7505059237709484e-263 1.3944347143672151e-307 1.8399185801119755e-46 0.75 0.0 7.38887052599003e-132 4.6447091220337146e-32
100.0011104756341 0.25000000000000006 5.945738096095149e-46 7.019217012274457e-66 1.3518571662878532e-116 5.300579837327161e-307 6.549597016198314e-260 5.1445483653364584e-304 5.945738096095149e-46 0.7500000000000001 -0.0 2.4934997527535673e-130 1.5007413488885576e-31
100.00790745116475 0.2500000000000001 4.250624536496912e-45 3.578442772231745e-64 4.93434589371158e-114 7.150993748545133e-302 8.75539996757954e-255 4.924460523507205e-298 4.250624536496912e-45 0.7500000000000001 7.05498e-318 9.112485913089515e-128 1.0715727448802071e-30
100.06952506253745 0.2500000000000001 3.874731229549465e-44 2.9062084059445687e-62 3.702621351068744e-111 4.4804625427249544e-296 5.083497951819348e-249 2.6235351905453776e-291 3.874731229549465e-44 0.7500000000000001 3.30536242548633e-310 6.915045420311657e-125 9.659258964115318e-30
100.86952506253745 0.2500000000000001 8.021912769838743e-43 9.010372855054435e-60 2.82370508144342e-107 1.0327262958604584e-287 4.4866230443625045e-241 5.233469419835226e-282 8.021912769838743e-43 0.7500000000000001 8.488330822281143e-300 6.296404132311181e-121 1.6968805593830105e-28
101.66952506253745 0.2500000000000001 2.7066920982141425e-42 7.13425651820206e-59 8.872692808972402e-106 3.9340259239099726e-284 6.796308096992936e-238 2.8812242050699125e-278 2.7066920982141425e-42 0.7500000000000001 1.005524119243916e-295 2.488572256768096e-119 4.7093858913146195e-28
102.46952506253746 0.2500000000000001 7.389962775096428e-42 3.610302763545874e-58 1.424429457890405e-104 3.836928584830247e-281 2.7027037209329175e-235 3.349131891175672e-275 7.389962775096431e-42 0.7500000000000001 2.023330456967629e-292 5.2192046833208775e-118 1.0326376567081718e-27
103.26952506253745 0.2500000000000001 1.874599504136755e-41 1.5589412664068275e-57 1.7944894185093545e-103 2.2580992224116784e-278 6.607278336169171e-233 2.206813749661713e-272 1.874599504136757e-41 0.7500000000000001 2.1468173097333725e-289 8.785738079292287e-117 2.070216470726126e-27
