Temp Th_NH3 Th_NH2 Th_NH Th_N Th_NN Th_NNH Th_N2 Th_H Th P_N2 P_H2 P_NH3
100.0 0.45 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.55 0.0 0.0 0.0
100.0001 0.45 2.161459264273841e-46 2.6883494046773434e-69 6.914957009514573e-118 3.06e-321 8.3985839568316e-273 -0.0 2.161459264273841e-46 0.5499999999999995 -0.0 1.0910424717675673e-128 2.5434451435419118e-30
100.0003167876479 0.45000000000000007 6.8481102125292485e-46 2.698365018916536e-68 2.199084189980012e-116 9.935695e-318 8.495287225055243e-270 0.0 6.8481102125292485e-46 0.5499999999999993 0.0 3.4698371319505253e-127 8.057993879346024e-30
100.0010392026309 0.4500000000000002 2.2474369873136025e-45 2.9055364295683334e-67 7.771948611232887e-115 4.0753063917e-314 1.061642585393837e-266 -0.0 2.2474369873136025e-45 0.5499999999999993 -0.0 1.2264429670318e-125 2.644112713516508e-29
100.00803706958655 0.45000000000000023 1.745324742240059e-44 1.74806362772898e-65 3.6348931541827934e-112 6.964138792377855e-308 2.333856327353971e-261 -0.0 1.745324742240059e-44 0.5499999999999993 -0.0 5.7424390845773324e-123 2.0504557341982636e-28
100.07214005563903 0.45000000000000034 1.627308204003955e-43 1.486201853998083e-63 2.908323200512641e-109 4.390448958041562e-301 1.564462527848753e-255 8.0783e-319 1.627308204003955e-43 0.5499999999999993 -0.0 4.64297606653577e-120 1.886765217814382e-27
100.69309086426176 0.45000000000000046 2.310946683648208e-42 2.377454851455622e-61 7.203817538005079e-106 6.605517693135057e-293 1.5239681456790955e-248 1.24328707337086e-309 2.310946683648208e-42 0.5499999999999993 5.0e-324 1.2961744081839208e-116 2.3274930601063566e-26
101.49309086426176 0.45000000000000057 8.707514550066369e-42 2.4178589110935434e-60 3.0485034000407546e-104 9.09985718491352e-289 5.0603651658707154e-245 4.326532255101229e-305 8.707514550066369e-42 0.5499999999999993 2.00245e-319 6.691635281922194e-115 7.084908602609526e-26
102.29309086426177 0.45000000000000057 2.466021587544675e-41 1.3537509886392972e-59 5.26271120733958e-103 1.561682560766721e-285 2.8201605555384133e-242 1.413634553432054e-301 2.466021587544675e-41 0.5499999999999993 1.10671788e-315 1.4650193400993478e-113 1.5749102123205912e-25
103.09309086426177 0.45000000000000057 6.388791213876196e-41 6.261332274643766e-59 6.788643580732182e-102 1.3541609559809758e-282 8.767716549239837e-240 2.138151783817528e-298 6.388791213876196e-41 0.5499999999999993 2.585234318654e-312 2.4551323928301987e-112 3.138804096575158e-25
103.89309086426177 0.45000000000000057 1.5902812249955207e-40 2.6623522665932968e-58 7.677694345452212e-101 8.562369871583568e-280 2.0834548619691863e-237 2.2716153267392626e-295 1.5902812249955207e-40 0.5499999999999993 4.08564299938647e-309 3.651119128529608e-111 5.937119980306214e-25
104.69309086426176 0.45000000000000057 3.866873260513841e-40 1.0812407958158234e-57 8.065433338541951e-100 4.5081022070346794e-277 4.2387247127795266e-235 1.9706339878927983e-292 3.866873260513841e-40 0.5499999999999993 5.1753055393517386e-306 5.065223301789113e-110 1.090169492166593e-24
105.49309086426176 0.45000000000000057 9.243241804745104e-40 4.258278460910443e-57 8.055798251213022e-99 2.0859233452991002e-274 7.729759555252112e-233 1.48405105998938e-289 9.243241804745104e-40 0.5499999999999993 5.629694944613292e-303 6.681529207846563e-109 1.9636360052325006e-24
106.29309086426177 0.45000000000000057 2.1777668642258942e-39 1.6367555846005732e-56 7.72721550077178e-98 8.682896246774826e-272 1.2887665671260012e-230 9.963084913552908e-287 2.1777668642258942e-39 0.5499999999999993 5.418606029679736e-300 8.44697949614352e-108 3.487933725683497e-24
107.09309086426177 0.45000000000000057 5.06350302797969e-39 6.157808013605781e-56 7.150946074596847e-97 3.2871593326656074e-269 1.9826687656203376e-228 6.036576196473843e-284 5.06350302797969e-39 0.5499999999999993 4.67886448512345e-297 1.0272204763541994e-106 6.126881517191719e-24
107.89309086426177 0.45000000000000057 1.162596525397008e-38 2.2708518328289295e-55 6.399456165002416e-96 1.1382282664356212e-266 2.827938717733496e-226 3.322020845714489e-281 1.162596525397008e-38 0.5499999999999993 3.650133474863902e-294 1.2039636658071945e-105 1.0660083377478887e-23
108.69309086426176 0.45000000000000057 2.637123939074249e-38 8.215584836032517e-55 5.545774191744224e-95 3.6173793649302396e-264 3.75061766376919e-224 1.6668439733913028e-278 2.637123939074249e-38 0.5499999999999993 2.5835260807476765e-291 1.3617541265283845e-104 1.838806653861399e-23
109.49309086426177 0.45000000000000057 5.911503895431103e-38 2.917631912041088e-54 4.6584751365992236e-94 1.0577991671381074e-261 4.635203894416502e-222 7.646448419485486e-276 5.911503895431103e-38 0.5499999999999993 1.6639282007276054e-288 1.487778550945756e-103 3.146438759259493e-23
110.29309086426177 0.45000000000000057 1.3099478177424102e-37 1.0175848063901415e-53 3.796044314012885e-93 2.852051414891671e-259 5.3472526830838825e-220 3.2142071324376353e-273 1.3099478177424113e-37 0.5499999999999993 9.774929212355565e-286 1.5714179208600674e-102 5.342946170299509e-23
111.09309086426177 0.45000000000000057 2.870193577329007e-37 3.4869111603711804e-53 3.0028226693729097e-92 7.103374766213724e-257 5.76731287862839e-218 1.2405376081351927e-270 2.87019357732901e-37 0.5499999999999993 5.24895284458016e-283 1.6057887575004986e-101 9.006266250409476e-23
