Temp Th_NH3 Th_NH2 Th_NH Th_N Th_NN Th_NNH Th_N2 Th_H Th P_N2 P_H2 P_NH3
100.0 0.15 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.85 0.0 0.0 0.0
100.0001 0.15 5.4912676668786674e-52 1.951593993977214e-74 9.296266087216293e-132 -0.0 3.4127134109715164e-287 -0.0 5.4912676668786674e-52 0.8499999999999995 -0.0 9.52865729195726e-145 1.469244609976679e-31
100.0003534123652 0.1499999999999999 1.9410025164473665e-51 2.4380751835437497e-73 4.105305918336001e-130 0.0 6.656124972577377e-284 0.0 1.9410025164473665e-51 0.8499999999999998 0.0 4.2081055469115375e-143 5.19299625836506e-31
100.00112443452397 0.14999999999999994 6.178696153595674e-51 2.469667053725203e-72 1.3239948609170736e-128 -0.0 6.925452079445587e-281 -0.0 6.178696153595674e-51 0.85 -0.0 1.357319202612008e-141 1.6527179026892733e-30
100.00784866097085 0.14999999999999997 4.331752234087909e-50 1.2102109222492079e-70 4.555773887127514e-126 -0.0 8.223679007538022e-276 -0.0 4.331752234087909e-50 0.85 -0.0 4.675576938481326e-139 1.1565900721369242e-29
100.07033327828 0.14999999999999997 4.044447041436551e-49 1.0255673315307266e-68 3.6578886707595206e-123 -0.0 5.447853908771697e-270 1.8e-322 4.044447041436551e-49 0.85 -0.0 3.793535633977581e-136 1.0616645981175472e-28
100.71843982324941 0.14999999999999997 6.516178719305876e-48 1.9374494164845895e-66 1.2914655969868778e-119 7.4e-323 9.116057142409787e-263 5.522829045e-314 6.516178719305876e-48 0.85 -0.0 1.5317142829129045e-132 1.4055434191344718e-27
101.51843982324941 0.14999999999999997 2.589790669386268e-47 1.968226089792297e-65 6.17308162992779e-118 7.46716e-319 3.0321005065509637e-259 8.46978374350603e-310 2.589790669386268e-47 0.85 0.0 9.173042936391228e-131 4.189701877930409e-27
102.31843982324942 0.14999999999999997 7.9158377802482e-47 1.1435260747048785e-64 1.275370984673496e-116 1.410080507e-315 1.8928390204748312e-256 1.8515745834474678e-306 7.9158377802482e-47 0.85 4.903e-320 2.494847744770724e-129 9.237435048002906e-27
103.11843982324942 0.14999999999999997 2.232446342682335e-46 5.57027832599706e-64 2.0108935410343515e-115 1.515610075735e-312 6.874653031312727e-254 2.149738571341766e-303 2.232446342682335e-46 0.85 8.4668277e-317 5.330166462120485e-128 1.830786316810111e-26
103.91843982324941 0.14999999999999997 6.0713039514443665e-46 2.5139657005107855e-63 2.808106215842648e-114 1.249340091254743e-309 1.950790293765003e-251 1.866311613477072e-300 6.0713039514443665e-46 0.85 1.05743889034e-313 1.0218956920551285e-126 3.4465444047232665e-26
