Temp Th_NH3 Th_NH2 Th_NH Th_N Th_NN Th_NNH Th_N2 Th_H Th P_N2 P_H2 P_NH3
240 0.9999807953081404 5.394657139907878e-12 1.9765973772858075e-8 1.608414113028683e-17 1.0159901400712683e-64 4.7955401625908625e-51 4.237579000262635e-58 3.9536238160473106e-8 1.914538425131913e-5 3.2747906075425195e-48 5.520453176710575e-13 99999.00001918552
260 0.999678217334762 2.87466681680734e-11 1.1941927145226515e-5 1.1694551322639881e-11 1.5221442211569813e-50 2.7992656724436822e-40 1.7813989282765165e-43 2.2975681681892414e-5 0.00028686501598087344 6.594376409895196e-34 4.541182194413929e-7 99999.00030984014
280 0.9919116042528363 8.817006007237108e-10 0.002891840913112377 3.3753286752030937e-7 1.621452209722429e-39 1.3036556362181747e-31 8.516429256061204e-32 0.0022609120741637454 0.0029353007778612217 1.6992712707463414e-22 0.001761891616182086 99999.00519620921
300 0.7163130675503753 4.2867675043354033e-7 0.2398599634725147 2.5266783046586175e-5 6.143521036644642e-34 3.100512100246741e-26 7.577948590256266e-26 0.027614720792373704 0.016184669540783583 1.223083936568137e-16 0.2260907175892719 99999.04380125472
320 0.050280809627919004 2.1369290728065467e-6 0.9370222886173035 0.00035091430415341146 4.7657862715183085e-30 4.104007008836825e-23 1.2569246155018925e-22 0.005556825914202828 0.006786931706456233 1.813447782485323e-12 0.934771315585606 99999.01234412704
340 0.0019405822683859805 1.5350847950050895e-6 0.9943905912932128 0.0020889849950364386 4.428279518687015e-27 4.359496499239045e-21 9.145599641902072e-21 0.00029805541799741384 0.0012774553931575738 2.2750028262526668e-9 0.9973758154441713 99999.00157461457
360 0.00015561319525262437 1.0415425590827725e-6 0.9894149668353545 0.009975164334895063 1.8525858652528153e-24 2.552201066041898e-19 5.257853999383433e-19 3.104980186600042e-5 0.0004215632913635 1.139651939779509e-6 1.0043661281633791 99999.00045188221
380 3.777894190601541e-5 7.140038307643421e-7 0.9600354045208278 0.03955133636957939 3.9539164092214755e-22 9.307226635258346e-18 4.3745950866984646e-17 9.525096786896819e-6 0.000364864811061559 0.0002843230615249553 1.0202109727135729 99998.99980648095
400 9.697595613735463e-5 4.996789002872466e-7 0.8750674444817681 0.12184934335844892 3.942778847805748e-20 1.9814950793728208e-16 1.7784169956669535e-14 3.181435871401418e-5 0.002954142279797064 0.03393869655133798 1.1596418918286326 99998.93510869586
420 0.00013750272649502003 6.47029675040054e-7 0.8011003974155299 0.1867763296860987 7.824421558228811e-19 1.7402834941478866e-15 1.0165251765278744e-12 0.00010324288902866167 0.011891300842200102 1.062246608392478 4.26795341927645 99996.88750425343
440 0.00013218570801698266 1.292098762882477e-6 0.7772488769127872 0.19267892002438683 5.885061706844767e-18 9.235684468959456e-15 1.1877841220123436e-11 0.0003176107102822692 0.029626973149199536 10.28201073476471 31.912141311356095 99978.46594047527
460 0.00012414708865290562 2.388340040267958e-6 0.7395370629692157 0.19281291009568396 3.7422623599077894e-17 4.0357993800885695e-14 9.064816614035069e-11 0.000870835394031384 0.06666045812139589 67.9604383407881 204.90963719967363 99863.1466476135
480 0.00011482126427550131 3.848057642775971e-6 0.670275786916603 0.189135883241531 2.4065541268949863e-16 1.4510808665726283e-13 5.307128079260813e-10 0.002096176374635839 0.13836906457152595 355.10810008975506 1066.2772338829839 99288.92431119048
500 0.00010187736119350554 5.0830933682898786e-6 0.553823921026213 0.1783811530087364 1.7529612405842696e-15 4.0910136677995403e-13 2.332371133605871e-9 0.004307558849837075 0.2633886963413451 1452.3861395441315 4357.977657363933 97094.49541298077
520 8.21924868526989e-5 4.9739200146608194e-6 0.38765684808457435 0.15553894161151044 1.1660826441846257e-14 8.184735109385016e-13 7.118744842855373e-9 0.007156590999214064 0.449565591684277 4421.291094027484 13264.490668466497 91156.87459459934
540 5.6607442470130836e-5 3.240878229044726e-6 0.21176553237715914 0.11900044141938373 4.915932372473982e-14 1.027127012861855e-12 1.3768037792227793e-8 0.008970361197670198 0.6602449023893097 9565.807219260401 28697.807358912774 80868.05476423923
560 3.345230215752684e-5 1.4341148491766326e-6 0.09060711243110832 0.07924823606739702 1.1637346926500401e-13 8.125227256656654e-13 1.7135898172382566e-8 0.00846443481229666 0.8215696202527366 15225.377480854544 45676.33764098758 69549.07507729434
580 1.8386479190878712e-5 5.09969995149946e-7 0.03398338667607985 0.04881495371813891 1.8330408236533148e-13 4.857802865346816e-13 1.6104659122902566e-8 0.006664780885733183 0.9103910580390434 19966.11505764416 59898.44906777411 60067.68701041548
