Temp Th_NH3 Th_NH2 Th_NH Th_N Th_NN Th_NNH Th_N2 Th_H Th P_N2 P_H2 P_NH3
100.0 0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.95 0.0 0.0 0.0
100.0001 0.05000000000000003 2.5416729940855373e-45 1.2074558927548423e-65 4.147615651177987e-117 8.088542154566668e-307 5.191795335477948e-261 1.0640940488864e-310 2.5416729940855373e-45 0.9499999999999995 -0.0 6.877548205126944e-129 7.866365731190248e-34
100.00032350857275 0.050000000000000044 8.223563218755618e-45 1.2639121943249026e-64 1.404773378872495e-115 3.0016460576077685e-303 5.95642431673181e-258 1.2774443333450474e-306 8.223563218755618e-45 0.9499999999999996 0.0 2.3294774967438702e-127 2.5450620422793437e-33
100.00103854833112 0.05000000000000005 2.6410433987254564e-44 1.303273690273249e-63 4.652754679700716e-114 1.0569950058514911e-299 6.536744116987243e-255 1.4439666292594989e-302 2.6410433987254564e-44 0.9499999999999998 -0.0 7.716443200990916e-126 8.172638590682212e-33
100.00818949478116 0.05000000000000006 2.0909955235540594e-43 8.148297773072602e-62 2.3068302355791924e-111 2.0472534833078562e-293 1.6130741927198042e-249 2.203437681913638e-295 2.0909955235540594e-43 0.9500000000000001 3.0647268e-317 3.830640076276884e-123 6.462839623051685e-32
100.07044688610172 0.050000000000000065 1.8632047548178144e-42 6.324450678228173e-60 1.6178708575078246e-108 8.641052716209603e-287 8.207592077837935e-244 7.921458823142715e-288 1.8632047548178144e-42 0.9500000000000001 9.583563075680305e-309 2.7168117771950707e-120 5.698844238988738e-31
100.69049447758104 0.05000000000000007 2.6470034742762016e-41 1.0022651828813911e-57 4.1813992521317205e-105 7.522314602333766e-279 7.775018231892861e-237 5.902715606623577e-279 2.6470034742762016e-41 0.9500000000000001 7.58064756236081e-299 7.995848550732911e-117 7.219080474922311e-30
101.49049447758104 0.05000000000000008 9.703061821411097e-41 9.516862269706502e-57 1.726463675797575e-103 5.80595335623266e-275 2.113857370215257e-233 8.473234752520779e-275 9.703061821411101e-41 0.9500000000000001 2.6975109468106176e-294 4.086465485044039e-115 2.2243663763138003e-29
102.29049447758103 0.05000000000000009 2.65831192021464e-40 4.914340171472936e-56 2.864780002443988e-102 6.044555376648707e-272 9.343923009484905e-231 1.225548585488608e-271 2.658311920214641e-40 0.9500000000000001 7.105272350020987e-291 8.736939004430209e-114 5.0038585665574375e-29
103.09049447758105 0.0500000000000001 6.642112577824668e-40 2.0808121650488403e-55 3.517619965558879e-101 3.244667118505855e-269 2.2609646079760167e-228 8.374067872503184e-269 6.6421125778246735e-40 0.9500000000000001 8.029342199350901e-288 1.418364969700679e-112 1.0097919845921317e-28
103.89049447758104 0.05000000000000011 1.5920432296273567e-39 8.064705517236403e-55 3.762365525139848e-100 1.2741817029419527e-266 4.1345606685480175e-226 4.041500289025761e-266 1.592043229627359e-39 0.9500000000000001 6.152395504336499e-285 2.0333040512022552e-111 1.934898217471485e-28
104.69049447758104 0.050000000000000114 3.72519174442223e-39 2.97923865508774e-54 3.72351823477888e-99 4.164259308225208e-264 6.437050905906435e-224 1.5968940242401716e-263 3.725191744422238e-39 0.9500000000000001 3.779389929007847e-282 2.7118510856828497e-110 3.5999893341482984e-28
105.49049447758104 0.050000000000000114 8.567816818940974e-39 1.0666602888099145e-53 3.496953203485787e-98 1.1956551905987611e-261 8.968137273850552e-222 5.495735330264836e-261 8.567816818940995e-39 0.9500000000000001 1.9966358092770285e-279 3.434551648913604e-109 6.570908608770528e-28
106.29049447758103 0.050000000000000114 1.9426388725960008e-38 3.7283255742027755e-53 3.151686172221696e-97 3.090833471971807e-259 1.1432010772411206e-219 1.6940035235317784e-258 1.9426388725960078e-38 0.9500000000000001 9.362767526499896e-277 4.1668578630492394e-108 1.1826662538469325e-27
107.09049447758105 0.050000000000000114 4.348203889512292e-38 1.2765169941145181e-52 2.7403420692654763e-96 7.280164198118743e-257 1.3474794490421343e-217 4.740307514439875e-256 4.348203889512318e-38 0.9500000000000001 3.9568466834752114e-274 4.86248682152512e-107 2.1047128536721422e-27
107.89049447758104 0.050000000000000114 9.61481013672728e-38 4.2883817277694246e-52 2.3048747609739324e-95 1.5726295884569305e-254 1.4766419050066216e-215 1.2129361972692753e-253 9.614810136727362e-38 0.9500000000000001 1.519266767398663e-271 5.469738357947503e-106 3.7091559214617974e-27
108.69049447758104 0.050000000000000114 2.1012776334403527e-37 1.4149032389284227e-51 1.8782377509858262e-94 3.128230284600101e-252 1.509346137845981e-213 2.8505475857111616e-251 2.1012776334403816e-37 0.9500000000000001 5.325645128622327e-269 5.9392069331908745e-105 6.478818876772379e-27
109.49049447758104 0.050000000000000114 4.540305325586869e-37 4.587742203662463e-51 1.4844808670985272e-93 5.746953525884802e-250 1.4422390930380998e-211 6.172179478085222e-249 4.540305325586964e-37 0.9500000000000001 1.710179833677368e-266 6.231389045770884e-104 1.1222724327016788e-26
